sample,block,ensemble_freq
X40ug.ml.Ethionamide.vs.Ethanol.6hrs.rep.1,antitb.inhibit.cell.wall.synthesis,0.2
X40ug.ml.Ethionamide.vs.Ethanol.6hrs.rep.2,antitb.inhibit.cell.wall.synthesis,0.2
X10ug.mL.Amikacin.EtOH..6h,antitb.inhibit.protein.synthesis,0.2
X10ug.ml.capreomycin.vs.Ethanol..6hrs,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.capreomycinvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.CapvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.RoxvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.RoxvsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.TetvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.TetvsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X2ug.mL.SMvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X2ug.mL.SMvsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X30ug.mL.RoxvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X30ug.mL.RoxvsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X50ug.mL.RoxvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X50ug.mL.RoxvsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X5ug.mL.AmivsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X5ug.mL.AmivsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X5ug.mL.CapvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X5ug.mL.CapvsEtOH..6hA,antitb.inhibit.protein.synthesis,0.2
X5ug.mL.TetvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X5ug.mLStreptomycinvsEtOH.6h,antitb.inhibit.protein.synthesis,0.2
X5ug.mLStreptomycinvsEtOH.6hA,antitb.inhibit.protein.synthesis,0.2
X5ug.ml.Streptomycin.vs.Ethanol.6hrs,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..0.5.ug.ml.Streptomycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..0.5.ug.ml.Streptomycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..0.5.ug.ml.Streptomycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..0.5.ug.ml.Streptomycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..0.5.ug.ml.Streptomycin.for.15.min.rep.5,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.2.hr..ref..rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.2.hr..ref..rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.2.hr..ref..rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.2.hr..ref..rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.24.hr..ref..rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.24.hr..ref..rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.24.hr..ref..rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.24.hr..ref..rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Erythromycin.for.24.hr..ref..rep.5,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.15.min.rep.5,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.2.hr..ref..rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.2.hr..ref..rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.2.hr..ref..rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.2.hr..ref..rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.24.hr..ref..rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.24.hr..ref..rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.24.hr..ref..rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..1.0.ug.ml.Streptomycin.for.24.hr..ref..rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..100.ug.ml.Streptomycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..100.ug.ml.Streptomycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..100.ug.ml.Streptomycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..100.ug.ml.Streptomycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..25.ug.ml.Streptomycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..25.ug.ml.Streptomycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..25.ug.ml.Streptomycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..25.ug.ml.Streptomycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..5.0.ug.ml.Streptomycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..5.0.ug.ml.Streptomycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..5.0.ug.ml.Streptomycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.control.vs..5.0.ug.ml.Streptomycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Erythromycin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..0.5.ug.ml.Tetracyclin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Erythromycin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.2.hr.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.2.hr.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.2.hr.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.2.hr.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.24.hr.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.24.hr.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.24.hr.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.24.hr.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..1.0.ug.ml.Tetracyclin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Erythromycin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..100.ug.ml.Tetracyclin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Erythromycin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..25.ug.ml.Tetracyclin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Erythromycin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.15.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.15.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.15.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.15.min.rep.4,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.30.min.rep.1,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.30.min.rep.2,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.30.min.rep.3,antitb.inhibit.protein.synthesis,0.2
MTB1254.ethanol.vs..5.0.ug.ml.Tetracyclin.for.30.min.rep.4,antitb.inhibit.protein.synthesis,0.2
Tet_100uM_30M_01,antitb.inhibit.protein.synthesis,0.2
Tet_20uM_30M_01,antitb.inhibit.protein.synthesis,0.2
Tet_500ng_30M_01,antitb.inhibit.protein.synthesis,0.2
Tet_50ng_30M_01,antitb.inhibit.protein.synthesis,0.2
Tet_5ug_30M_01,antitb.inhibit.protein.synthesis,0.2
X10ug.ml.capreomycin.vs.Ethanol..6hrs,antitb.inhibit.protein.synthesis,0.2
X10ug.mL.capreomycinvsEtOH..6h,antitb.inhibit.protein.synthesis,0.2
X5ug.ml.Capreomycin.vs.Ethanol.6hrs.A,antitb.inhibit.protein.synthesis,0.2
X5ug.mL.KCN.DMSO..6h..2,antitb.inhibit.protein.synthesis,0.4
X5ug.ml.KCN.vs.DMSO.6hrs.rep.1.x,antitb.inhibit.protein.synthesis,0.2
X5ug.ml.KCN.vs.DMSO.6hrs.rep.1.y,antitb.inhibit.protein.synthesis,0.2
X5ug.ml.KCN.vs.DMSO.6hrs.rep.2.x,antitb.inhibit.protein.synthesis,0.2
X5ug.ml.KCN.vs.DMSO.6hrs.rep.2.y,antitb.inhibit.protein.synthesis,0.2
X5ug.ml.Streptomycin.vs.Ethanol.6hrs,antitb.inhibit.protein.synthesis,0.2
X0.1mMGSNO.10ug.mLmdvsDMSO.6h,antitb.inhibit.respiration,0.2
X0.1mMGSNO.10ug.mLmdvsDMSO.6hA,antitb.inhibit.respiration,0.2
X0.1mMGSNO.20ug.mLCPZvsDMSO.6h,antitb.inhibit.respiration,0.2
X0.1mMGSNO.20ug.mLCPZvsDMSO.6hA,antitb.inhibit.respiration,0.2
X0.1mMGSNO.5ug.mLKCNvsDMSO.6h,antitb.inhibit.respiration,0.2
X0.1mMGSNO.5ug.mLKCNvsDMSO.6h.A,antitb.inhibit.respiration,0.2
X0.5mM.DNP.DMSO..6h,antitb.inhibit.respiration,0.2
X0.5uMValinomycin.70mMKClvsDMSO.6h,antitb.inhibit.respiration,0.2
X0.5uMValinomycinvsDMSO.6h,antitb.inhibit.respiration,0.2
X100uM.DCCD.DMSO..6h,antitb.inhibit.respiration,0.2
X10ug.mL.ChlorprovsEtOH,antitb.inhibit.respiration,0.2
X10ug.mL.ChlorprovsEtOH..6h,antitb.inhibit.respiration,0.2
X10ug.mL.clofazimine.DMSO..6h,antitb.inhibit.respiration,0.2
X10ug.mL.clotrimvsEtOH..6h,antitb.inhibit.respiration,0.2
X10ug.mL.ClotrimvsEtOH..6hA,antitb.inhibit.respiration,0.2
X10ug.mL.EconazolevsEtOH..6h,antitb.inhibit.respiration,0.2
X10ug.mL.EconazolevsEtOH..6hA,antitb.inhibit.respiration,0.2
X10ug.mL.menadionevsDMSO..6h,antitb.inhibit.respiration,0.2
X10ug.mL.TRZ.DMSO..6h..1,antitb.inhibit.respiration,0.2
X10ug.mL.TRZ.DMSO..6h..2,antitb.inhibit.respiration,0.2
X10ug.mLchlorpromazinevsctrl.6h,antitb.inhibit.respiration,0.2
X10ug.mLchlorpromazinevsctrl.6hA,antitb.inhibit.respiration,0.2
X10ug.mLmdn.0.1mMGSNO.DMSO..2,antitb.inhibit.respiration,0.2
X10ug.mLmnd.Dubos.vsDMSO.6h,antitb.inhibit.respiration,0.2
X10uM.CCCP.DMSO..6h,antitb.inhibit.respiration,0.2
X10uM.ValinomycinvsDMSO..6h,antitb.inhibit.respiration,0.2
X13ug.mL.clfzine.DMSO..6h..1,antitb.inhibit.respiration,0.2
X13ug.mL.clfzine.DMSO..6h..2,antitb.inhibit.respiration,0.2
X1mM.DNP.DMSO..6h..1,antitb.inhibit.respiration,0.2
X1mM.DNP.DMSO..6h..2,antitb.inhibit.respiration,0.2
X1uM.ValinomycinvsDMSO..6h,antitb.inhibit.respiration,0.2
X1uM.ValinomycinvsDMSO..6h.A,antitb.inhibit.respiration,0.2
X1uM.ValinomycinvsDMSO..6h.B,antitb.inhibit.respiration,0.2
X2.5mM.Dinitrophenol.DMSO..6h,antitb.inhibit.respiration,0.2
X20ug.mL.chlorprmz.DMSO..6h..1,antitb.inhibit.respiration,0.2
X20ug.mL.chlorprmz.DMSO..6h..2,antitb.inhibit.respiration,0.2
X20ug.mL.CPZvsDMSO..6h,antitb.inhibit.respiration,0.2
X20ug.mL.CPZvsDMSO..6h.A,antitb.inhibit.respiration,0.2
X20ug.mL.KCN.DMSO..6h,antitb.inhibit.respiration,0.2
X20uM.DCCD.DMSO..6h..1,antitb.inhibit.respiration,0.2
X20uM.DCCD.DMSO..6h..2,antitb.inhibit.respiration,0.2
X24ug.mL.cltrmazole.DMS..6h..1,antitb.inhibit.respiration,0.2
X24ug.mL.cltrmazole.DMS..6h..2,antitb.inhibit.respiration,0.2
X24ug.mL.cltrmazole.DMS..6h..3,antitb.inhibit.respiration,0.2
X24ug.mL.Econazole.DMSO..6h..1,antitb.inhibit.respiration,0.2
X24ug.mL.Econazole.DMSO..6h..2,antitb.inhibit.respiration,0.2
X25ug.mL.CPZvsDMSO..6h.A,antitb.inhibit.respiration,0.2
X25ug.mL.CPZvsDMSO..6h.B,antitb.inhibit.respiration,0.2
X25ug.mL.TRZ.DMSO..6h,antitb.inhibit.respiration,0.2
X25ug.mLCPZ.0.1mMGSNO.DMSO..1,antitb.inhibit.respiration,0.2
X25ug.mLCPZ.0.1mMGSNO.DMSO..2,antitb.inhibit.respiration,0.2
X25ug.mLCPZ.0.1mMGSNO.DMSO..3,antitb.inhibit.respiration,0.2
X25ug.mLCPZ.0.1mMGSNOvsDMSO.A,antitb.inhibit.respiration,0.2
X2mM.DTTvsDMSO..6h,antitb.inhibit.respiration,0.2
X2mM.DTTvsDMSO..6h.A,antitb.inhibit.respiration,0.2
X2mM.ZnSO4.DMSO..6h,antitb.inhibit.respiration,0.2
X50ug.mL.Thioridazine.DMSO..6h,antitb.inhibit.respiration,0.2
X50uM.CCCP.DMSO..6h..1,antitb.inhibit.respiration,0.2
X50uM.CCCP.DMSO..6h..2,antitb.inhibit.respiration,0.2
X50uM.CCCPvsDMSO..6h,antitb.inhibit.respiration,0.2
X50uM.NigericinvsDMSO..6h,antitb.inhibit.respiration,0.2
X50uM.NigericinvsDMSO..6h.A,antitb.inhibit.respiration,0.2
X5ug.mL.CFZ.0.1mM.GSNO.DMSO..1,antitb.inhibit.respiration,0.2
X5ug.mL.CFZ.0.1mM.GSNO.DMSO..2,antitb.inhibit.respiration,0.2
X5ug.mL.KCN.DMSO..6h..1,antitb.inhibit.respiration,0.2
X5ug.mL.KCN.DMSO..6h..2,antitb.inhibit.respiration,0.4
X5ug.mLCFZ.0.1mMGSNOvsDMSO.A,antitb.inhibit.respiration,0.2
X60ug.mL.ChlorprovsEtOH..6h,antitb.inhibit.respiration,0.2
X6ug.mL.MenadionevsDMSO..6h,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.1hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.1hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.2hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.2hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.4hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.4hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.6hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.10.ug.ml.Thioridazine.6hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.1hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.1hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.2hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.2hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.4hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.4hr.rep.2,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.6hr.rep.1,antitb.inhibit.respiration,0.2
CDC1551.ctrl.vs.40.ug.ml.Thioridazine.6hr.rep.2,antitb.inhibit.respiration,0.2
MTB.strain.1254.Ctrl.vs.0.5.mM.KCN.1hr.rep.1,antitb.inhibit.respiration,0.2
MTB.strain.1254.Ctrl.vs.0.5.mM.KCN.1hr.rep.2,antitb.inhibit.respiration,0.2
MTB.strain.1254.Ctrl.vs.0.5.mM.KCN.1hr.rep.3,antitb.inhibit.respiration,0.2
X20ug.mL.KCN.DMSO..6h,antitb.inhibit.respiration,0.2
X20ug.ml.KCN.vs.DMSO.6hrs.x,antitb.inhibit.respiration,0.2
X20ug.ml.KCN.vs.DMSO.6hrs.y,antitb.inhibit.respiration,0.2
X0.1ug.mL.RifpvsEtOH..6h,antitb.inhibit.transcription,1.0
X0.1ug.mL.RifpvsEtOH..6hA,antitb.inhibit.transcription,1.0
X0.2ug.mL.RifvsDMSO..6h,antitb.inhibit.transcription,1.0
X0.2ug.mL.RifvsDMSO..6hA,antitb.inhibit.transcription,1.0
X0.2ug.mL.RifvsDMSO..6h,antitb.inhibit.transcription,1.0
X0.2ug.mL.RifvsDMSO..6hA,antitb.inhibit.transcription,1.0
X0.5ug.mLRifapentinevsEtOH.6h,antitb.inhibit.transcription,1.0
X0.5ug.mLRifapentinevsEtOH.6hA,antitb.inhibit.transcription,1.0
X5ug.ml.Rifampicin.vs.DMSO.2.5hrs,antitb.inhibit.transcription,1.0
Rif.0.5ug.mL.vsDMSO.2.5h,antitb.inhibit.transcription,1.0
